,title,mean,count
1610,Wend Kuuni (God's Gift) (1982),1.0,1.0
1611,Wes Craven's New Nightmare (1994),2.8,35.0
1612,What Happened Was... (1994),2.625,8.0
1613,What's Eating Gilbert Grape (1993),3.5391304347826087,115.0
1614,What's Love Got to Do with It (1993),3.488888888888889,45.0
1615,When Harry Met Sally... (1989),3.910344827586207,290.0
1616,When Night Is Falling (1995),3.4,5.0
1617,When We Were Kings (1996),4.045454545454546,44.0
1618,When a Man Loves a Woman (1994),3.4871794871794872,39.0
1619,When the Cats Away (Chacun cherche son chat) (1996),3.5625,16.0
1620,While You Were Sleeping (1995),3.549382716049383,162.0
1621,"White Balloon, The (1995)",2.8,10.0
1622,White Man's Burden (1995),2.0,10.0
1623,White Squall (1996),3.4,85.0
1624,"Whole Wide World, The (1996)",4.0,6.0
1625,Widows' Peak (1994),3.5789473684210527,19.0
1626,"Wife, The (1995)",3.0,1.0
1627,Wild America (1997),2.888888888888889,9.0
1628,Wild Bill (1995),2.5,12.0
1629,"Wild Bunch, The (1969)",4.023255813953488,43.0
1630,Wild Reeds (1994),3.142857142857143,14.0
1631,Wild Things (1998),2.727272727272727,11.0
1632,William Shakespeare's Romeo and Juliet (1996),3.5943396226415096,106.0
1633,Willy Wonka and the Chocolate Factory (1971),3.6319018404907975,326.0
1634,Window to Paris (1994),4.0,1.0
1635,Wings of Courage (1995),4.0,1.0
1636,Wings of Desire (1987),4.0,57.0
1637,"Wings of the Dove, The (1997)",3.68,75.0
1638,Winnie the Pooh and the Blustery Day (1968),3.8,75.0
1639,"Winter Guest, The (1997)",3.4444444444444446,9.0
1640,Wishmaster (1997),2.4444444444444446,27.0
1641,With Honors (1994),3.0652173913043477,46.0
1642,Withnail and I (1987),3.230769230769231,13.0
1643,Witness (1985),4.0,1.0
1644,"Wizard of Oz, The (1939)",4.0772357723577235,246.0
1645,Wolf (1994),2.701492537313433,67.0
1646,"Woman in Question, The (1950)",1.0,1.0
1647,"Women, The (1939)",3.6666666666666665,15.0
1648,"Wonderful, Horrible Life of Leni Riefenstahl, The (1993)",4.0,10.0
1649,Wonderland (1997),3.2,10.0
1650,"Wooden Man's Bride, The (Wu Kui) (1994)",2.6666666666666665,3.0
1651,"World of Apu, The (Apur Sansar) (1959)",4.0,6.0
1652,"Wrong Trousers, The (1993)",4.466101694915254,118.0
1653,Wyatt Earp (1994),3.1,50.0
1654,Yankee Zulu (1994),1.0,1.0
1655,Year of the Horse (1997),3.2857142857142856,7.0
1656,You So Crazy (1994),3.0,1.0
1657,Young Frankenstein (1974),3.945,200.0
1658,Young Guns (1988),3.207920792079208,101.0
1659,Young Guns II (1990),2.772727272727273,44.0
1660,"Young Poisoner's Handbook, The (1995)",3.341463414634146,41.0
1661,Zeus and Roxanne (1997),2.1666666666666665,6.0
1662,unknown,3.4444444444444446,9.0
1663,Á köldum klaka (Cold Fever) (1994),3.0,1.0
