,title,count,mean,std,min,25%,50%,75%,max
782,Jingle All the Way (1996),18.0,2.1111111111111107,1.323493100445977,1.0,1.0,1.5,3.0,5.0
783,Joe's Apartment (1996),45.0,2.2444444444444445,1.1511961280566074,1.0,1.0,2.0,3.0,5.0
784,Johnny 100 Pesos (1993),2.0,1.5,0.7071067811865476,1.0,1.25,1.5,1.75,2.0
785,Johnny Mnemonic (1995),41.0,2.6341463414634148,0.915316818401574,1.0,2.0,3.0,3.0,5.0
786,Johns (1996),1.0,3.0,,3.0,3.0,3.0,3.0,3.0
787,"Journey of August King, The (1995)",4.0,2.0,1.4142135623730951,1.0,1.0,1.5,2.5,4.0
788,"Joy Luck Club, The (1993)",3.0,3.6666666666666665,0.5773502691896258,3.0,3.5,4.0,4.0,4.0
789,Jude (1996),23.0,3.0,1.243163121016122,1.0,2.0,3.0,4.0,5.0
790,Judge Dredd (1995),39.0,2.8974358974358974,0.967766603954742,1.0,2.0,3.0,4.0,5.0
791,Judgment Night (1993),25.0,2.68,0.988264472024906,1.0,2.0,3.0,3.0,5.0
792,Jumanji (1995),96.0,3.3125,0.9097425893885416,1.0,3.0,3.0,4.0,5.0
793,"Jungle Book, The (1994)",85.0,3.5647058823529414,1.0628696424071489,1.0,3.0,4.0,4.0,5.0
794,Jungle2Jungle (1997),132.0,2.4393939393939394,1.1541996054077015,1.0,1.0,2.0,3.0,5.0
795,Junior (1994),45.0,3.0222222222222217,0.7830270194133232,1.0,3.0,3.0,4.0,4.0
796,Jupiter's Wife (1994),1.0,4.0,,4.0,4.0,4.0,4.0,4.0
797,Jurassic Park (1993),261.0,3.7203065134099615,1.0125792950505683,1.0,3.0,4.0,4.0,5.0
798,"Juror, The (1996)",82.0,2.817073170731707,1.1453399816614682,1.0,2.0,3.0,4.0,5.0
799,Jury Duty (1995),14.0,2.0,1.3008872711759818,1.0,1.0,1.5,2.75,5.0
800,Just Cause (1995),28.0,3.1428571428571432,1.0788981249502494,1.0,2.75,3.0,4.0,5.0
801,Kalifornia (1993),59.0,3.2203389830508478,1.1305750232113272,1.0,2.0,3.0,4.0,5.0
802,Kama Sutra: A Tale of Love (1996),22.0,3.3181818181818183,1.0413527665568405,1.0,3.0,3.0,4.0,5.0
803,Kansas City (1996),23.0,2.260869565217391,1.2869057782967015,1.0,1.0,2.0,3.0,5.0
804,Kaspar Hauser (1993),8.0,4.25,0.7071067811865476,3.0,4.0,4.0,5.0,5.0
805,Kazaam (1996),10.0,1.8,0.9189365834726816,1.0,1.0,1.5,2.75,3.0
806,Keys to Tulsa (1997),25.0,2.24,1.0908712114635717,1.0,1.0,2.0,3.0,5.0
807,Kicked in the Head (1997),7.0,2.571428571428572,1.3972762620115438,1.0,1.5,3.0,3.0,5.0
808,Kicking and Screaming (1995),13.0,2.9230769230769234,1.2557559782549623,1.0,2.0,3.0,3.0,5.0
809,"Kid in King Arthur's Court, A (1995)",22.0,2.727272727272727,0.9351250581921512,1.0,2.0,3.0,3.0,4.0
810,Kids (1995),49.0,3.0612244897959178,1.2484684494963239,1.0,2.0,3.0,4.0,5.0
811,Kids in the Hall: Brain Candy (1996),65.0,3.0769230769230766,1.0797524645099843,1.0,2.0,3.0,4.0,5.0
812,Kika (1993),2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0
813,Killer (Bulletproof Heart) (1994),4.0,2.5,1.914854215512676,1.0,1.0,2.0,3.5,5.0
814,Killer: A Journal of Murder (1995),1.0,4.0,,4.0,4.0,4.0,4.0,4.0
815,"Killing Fields, The (1984)",121.0,4.132231404958676,0.8260563818562927,1.0,4.0,4.0,5.0,5.0
816,Killing Zoe (1994),40.0,3.475,0.905467721606792,1.0,3.0,4.0,4.0,5.0
817,Kim (1950),7.0,3.2857142857142856,1.1126972805283737,1.0,3.0,4.0,4.0,4.0
818,King of New York (1990),1.0,1.0,,1.0,1.0,1.0,1.0,1.0
819,King of the Hill (1993),4.0,3.5,0.5773502691896257,3.0,3.0,3.5,4.0,4.0
820,Kingpin (1996),162.0,3.1296296296296298,1.2165468332035156,1.0,2.0,3.0,4.0,5.0
821,"Kiss Me, Guido (1997)",31.0,3.161290322580645,1.2137208408731774,1.0,3.0,3.0,4.0,5.0
822,Kiss of Death (1995),20.0,2.85,0.9333020044867296,1.0,2.0,3.0,3.25,4.0
823,Kiss the Girls (1997),143.0,3.4615384615384617,0.9551139653939592,1.0,3.0,4.0,4.0,5.0
824,Kissed (1996),6.0,3.0,0.8944271909999159,2.0,2.25,3.0,3.75,4.0
825,Kolya (1996),117.0,3.991452991452992,0.9956433243067848,1.0,4.0,4.0,5.0,5.0
826,Koyaanisqatsi (1983),53.0,3.4905660377358485,1.3675165799787183,1.0,3.0,4.0,5.0,5.0
827,Kull the Conqueror (1997),69.0,2.63768115942029,1.424274990929375,1.0,1.0,3.0,4.0,5.0
828,Kundun (1997),42.0,3.690476190476191,0.99970959778682,1.0,3.0,4.0,4.0,5.0
829,L.A. Confidential (1997),297.0,4.161616161616162,0.8547214344736708,1.0,4.0,4.0,5.0,5.0
830,Lady of Burlesque (1943),1.0,4.0,,4.0,4.0,4.0,4.0,4.0
831,Ladybird Ladybird (1994),4.0,2.75,1.2583057392117916,1.0,2.5,3.0,3.25,4.0
832,Lamerica (1994),4.0,3.75,1.5,2.0,2.75,4.0,5.0,5.0
833,Land Before Time III: The Time of the Great Giving (1995) (V),6.0,1.6666666666666667,0.8164965809277259,1.0,1.0,1.5,2.0,3.0
834,Land and Freedom (Tierra y libertad) (1995),1.0,3.0,,3.0,3.0,3.0,3.0,3.0
835,Larger Than Life (1996),9.0,2.333333333333333,1.0,1.0,1.0,3.0,3.0,3.0
836,Lashou shentan (1992),1.0,1.0,,1.0,1.0,1.0,1.0,1.0
837,Lassie (1994),7.0,2.2857142857142856,1.3801311186847085,1.0,1.5,2.0,2.5,5.0
838,Last Action Hero (1993),59.0,2.7457627118644066,0.9576051367322372,1.0,2.0,3.0,3.0,5.0
839,Last Dance (1996),9.0,3.111111111111111,1.4529663145135578,1.0,2.0,4.0,4.0,5.0
840,"Last Klezmer: Leopold Kozlowski, His Life and Music, The (1995)",4.0,3.0,1.4142135623730951,1.0,2.5,3.5,4.0,4.0
841,Last Man Standing (1996),53.0,2.660377358490566,1.142591457817493,1.0,2.0,3.0,4.0,5.0
842,Last Summer in the Hamptons (1995),3.0,2.333333333333333,0.5773502691896258,2.0,2.0,2.0,2.5,3.0
843,"Last Supper, The (1995)",58.0,3.4482758620689653,1.1723782066411588,1.0,3.0,4.0,4.0,5.0
844,"Last Time I Committed Suicide, The (1997)",7.0,2.2857142857142856,1.1126972805283737,1.0,1.5,2.0,3.0,4.0
845,"Last Time I Saw Paris, The (1954)",3.0,3.6666666666666665,0.5773502691896258,3.0,3.5,4.0,4.0,4.0
846,"Last of the Mohicans, The (1992)",128.0,3.546875,1.056359630661518,1.0,3.0,4.0,4.0,5.0
847,Late Bloomers (1996),5.0,3.4,1.6733200530681511,1.0,3.0,3.0,5.0,5.0
848,Laura (1944),40.0,4.1,0.8711913446392586,2.0,3.0,4.0,5.0,5.0
849,Lawnmower Man 2: Beyond Cyberspace (1996),21.0,1.7142857142857142,0.9023778112773574,1.0,1.0,1.0,2.0,4.0
850,"Lawnmower Man, The (1992)",65.0,2.4461538461538463,1.0901658307163815,1.0,1.0,3.0,3.0,5.0
851,Lawrence of Arabia (1962),173.0,4.23121387283237,0.8718846370200241,2.0,4.0,4.0,5.0,5.0
852,"Lay of the Land, The (1997)",4.0,2.5,1.914854215512676,1.0,1.0,2.0,3.5,5.0
853,"Leading Man, The (1996)",4.0,3.75,1.8929694486000912,1.0,3.25,4.5,5.0,5.0
854,Leave It to Beaver (1997),44.0,1.8409090909090908,1.0771016625849856,1.0,1.0,1.0,2.25,5.0
855,Leaving Las Vegas (1995),298.0,3.697986577181208,1.1703675671529297,1.0,3.0,4.0,5.0,5.0
856,Legal Deceit (1997),5.0,3.4,1.51657508881031,1.0,3.0,4.0,4.0,5.0
857,Legends of the Fall (1994),81.0,3.45679012345679,1.1624261558917346,1.0,3.0,4.0,4.0,5.0
858,"Leopard Son, The (1996)",1.0,1.0,,1.0,1.0,1.0,1.0,1.0
859,"Letter From Death Row, A (1998)",3.0,4.333333333333333,1.1547005383792517,3.0,4.0,5.0,5.0,5.0
860,Liar Liar (1997),485.0,3.156701030927835,1.0985440417536696,1.0,3.0,3.0,4.0,5.0
861,Liebelei (1933),1.0,1.0,,1.0,1.0,1.0,1.0,1.0
862,"Life Less Ordinary, A (1997)",53.0,3.0754716981132075,1.1904920864236963,1.0,2.0,3.0,4.0,5.0
863,Life with Mikey (1993),7.0,2.2857142857142856,0.951189731211342,1.0,1.5,3.0,3.0,3.0
864,Lightning Jack (1994),10.0,3.0,0.6666666666666666,2.0,3.0,3.0,3.0,4.0
865,Like Water For Chocolate (Como agua para chocolate) (1992),148.0,3.8040540540540535,0.9084544981943647,1.0,3.0,4.0,4.0,5.0
866,"Line King: Al Hirschfeld, The (1996)",2.0,3.0,1.4142135623730951,2.0,2.5,3.0,3.5,4.0
867,"Lion King, The (1994)",220.0,3.7818181818181817,0.9781337012737332,1.0,3.0,4.0,5.0,5.0
868,Little Big League (1994),16.0,2.875,1.0878112581387147,1.0,2.0,3.0,3.25,5.0
869,Little Buddha (1993),22.0,3.3181818181818183,1.0413527665568405,1.0,3.0,3.5,4.0,5.0
870,Little City (1998),2.0,3.5,2.1213203435596424,2.0,2.75,3.5,4.25,5.0
871,Little Lord Fauntleroy (1936),12.0,3.1666666666666665,0.8348471099367218,2.0,3.0,3.0,3.25,5.0
872,Little Odessa (1994),10.0,2.6,0.8432740427115679,1.0,2.0,3.0,3.0,4.0
873,"Little Princess, A (1995)",41.0,3.6585365853658534,1.1092735482639298,1.0,3.0,4.0,5.0,5.0
874,"Little Princess, The (1939)",9.0,3.555555555555556,1.2360330811826103,1.0,3.0,4.0,4.0,5.0
875,"Little Rascals, The (1994)",18.0,2.7222222222222223,1.274434386908933,1.0,1.25,3.0,3.75,5.0
876,Little Women (1994),102.0,3.6764705882352944,0.9560828157704394,1.0,3.0,4.0,4.0,5.0
877,Live Nude Girls (1995),23.0,3.0869565217391304,1.4114159066908942,1.0,2.0,3.0,4.0,5.0
878,Living in Oblivion (1995),27.0,3.7407407407407414,1.0225380411427467,1.0,3.0,4.0,4.0,5.0
879,Loaded (1994),5.0,2.4,1.1401754250991378,1.0,2.0,2.0,3.0,4.0
880,Local Hero (1983),63.0,3.968253968253968,1.0467808404858159,1.0,3.0,4.0,5.0,5.0
881,Loch Ness (1995),4.0,2.5,1.7320508075688772,1.0,1.0,2.5,4.0,4.0
882,"Locusts, The (1997)",5.0,2.0,1.4142135623730951,1.0,1.0,1.0,3.0,4.0
883,Lone Star (1996),187.0,4.053475935828877,0.9142399176944604,1.0,4.0,4.0,5.0,5.0
884,"Long Kiss Goodnight, The (1996)",185.0,3.4702702702702704,1.073612568991311,1.0,3.0,4.0,4.0,5.0
885,Looking for Richard (1996),55.0,3.727272727272727,0.8703882797784891,1.0,3.0,4.0,4.0,5.0
886,Lord of Illusions (1995),24.0,2.4166666666666665,1.138903617201808,1.0,1.75,2.0,3.0,5.0
887,Losing Chase (1996),8.0,3.25,0.8864052604279183,2.0,3.0,3.0,3.25,5.0
888,Losing Isaiah (1995),12.0,3.0,0.8528028654224418,2.0,2.0,3.0,4.0,4.0
889,Lost Highway (1997),125.0,3.136,1.3034940637354462,1.0,2.0,3.0,4.0,5.0
890,Lost Horizon (1937),34.0,3.941176470588236,0.8143105085150717,2.0,3.0,4.0,4.75,5.0
891,"Lost World: Jurassic Park, The (1997)",158.0,2.9430379746835444,1.048162911476359,1.0,2.0,3.0,4.0,5.0
892,Lost in Space (1998),18.0,3.1666666666666665,1.294785923709126,1.0,2.25,3.0,4.0,5.0
893,Lotto Land (1995),1.0,1.0,,1.0,1.0,1.0,1.0,1.0
894,Love & Human Remains (1993),12.0,3.1666666666666665,1.337115846843043,1.0,2.75,3.0,4.0,5.0
895,Love Affair (1994),12.0,2.833333333333333,1.19341628287971,1.0,2.0,3.0,4.0,4.0
896,"Love Bug, The (1969)",50.0,2.78,0.932190748632883,1.0,2.0,3.0,3.0,5.0
897,Love Is All There Is (1996),1.0,3.0,,3.0,3.0,3.0,3.0,3.0
898,Love Jones (1997),42.0,3.095238095238096,1.2842293657595631,1.0,2.0,3.0,4.0,5.0
899,Love Serenade (1996),4.0,3.0,1.4142135623730951,2.0,2.0,2.5,3.5,5.0
900,Love and Death on Long Island (1997),2.0,2.5,2.1213203435596424,1.0,1.75,2.5,3.25,4.0
901,Love and Other Catastrophes (1996),7.0,2.8571428571428568,0.8997354108424372,1.0,3.0,3.0,3.0,4.0
902,Love and a .45 (1994),8.0,3.125,0.9910312089651148,1.0,3.0,3.0,4.0,4.0
903,Love in the Afternoon (1957),10.0,3.9,1.100504934614612,2.0,3.0,4.0,5.0,5.0
904,Love! Valour! Compassion! (1997),26.0,3.615384615384616,1.2985198674467195,1.0,3.0,4.0,5.0,5.0
905,Lover's Knot (1996),3.0,2.0,1.0,1.0,1.5,2.0,2.5,3.0
906,"Low Down Dirty Shame, A (1994)",10.0,2.5,1.0801234497346437,1.0,2.0,2.5,3.0,4.0
907,"Low Life, The (1994)",1.0,1.0,,1.0,1.0,1.0,1.0,1.0
908,M (1931),44.0,4.0,0.9644856443408242,1.0,4.0,4.0,5.0,5.0
909,M*A*S*H (1970),206.0,3.9126213592233015,0.9171195216041428,1.0,3.0,4.0,5.0,5.0
910,M. Butterfly (1993),18.0,3.2222222222222223,1.1659661762602749,1.0,3.0,3.0,4.0,5.0
911,MURDER and murder (1996),1.0,2.0,,2.0,2.0,2.0,2.0,2.0
912,Ma vie en rose (My Life in Pink) (1997),20.0,3.45,1.4680814547887788,1.0,2.75,3.5,5.0,5.0
913,"Machine, The (1994)",2.0,1.5,0.7071067811865476,1.0,1.25,1.5,1.75,2.0
914,Mad City (1997),47.0,3.2553191489361697,1.1125389119991729,1.0,3.0,3.0,4.0,5.0
915,Mad Dog Time (1996),1.0,3.0,,3.0,3.0,3.0,3.0,3.0
916,Mad Love (1995),13.0,2.1538461538461537,0.898717034272917,1.0,2.0,2.0,3.0,4.0
917,Madame Butterfly (1995),7.0,3.571428571428572,0.9759000729485332,2.0,3.0,4.0,4.0,5.0
918,Made in America (1993),27.0,2.5185185185185186,0.8489980687832691,1.0,2.0,3.0,3.0,4.0
919,"Madness of King George, The (1994)",91.0,3.7692307692307687,0.9077067940318744,1.0,3.0,4.0,4.0,5.0
920,Madonna: Truth or Dare (1991),17.0,2.4705882352941178,1.1245914290767742,1.0,2.0,3.0,3.0,5.0
921,"Magic Hour, The (1998)",5.0,3.6,1.6733200530681511,1.0,3.0,4.0,5.0,5.0
922,"Magnificent Seven, The (1954)",121.0,3.9421487603305785,0.9064355158270316,1.0,3.0,4.0,5.0,5.0
923,Major Payne (1994),19.0,2.473684210526316,1.0202625507753482,1.0,2.0,3.0,3.0,4.0
924,Malice (1993),46.0,3.1739130434782608,0.9019570777195048,1.0,3.0,3.0,4.0,5.0
925,Mallrats (1995),54.0,3.4444444444444446,1.1437552625579173,1.0,3.0,3.5,4.0,5.0
926,"Maltese Falcon, The (1941)",138.0,4.210144927536232,0.7589168092539811,2.0,4.0,4.0,5.0,5.0
927,Mamma Roma (1962),1.0,4.0,,4.0,4.0,4.0,4.0,4.0
928,"Man Who Knew Too Little, The (1997)",52.0,2.9230769230769234,1.2020595699270031,1.0,2.0,3.0,4.0,5.0
929,"Man Who Would Be King, The (1975)",80.0,4.025,0.8997186620750269,1.0,3.75,4.0,5.0,5.0
930,"Man Without a Face, The (1993)",68.0,3.544117647058824,1.013841865991029,1.0,3.0,4.0,4.0,5.0
931,"Man from Down Under, The (1943)",1.0,1.0,,1.0,1.0,1.0,1.0,1.0
932,"Man in the Iron Mask, The (1998)",12.0,3.4166666666666665,1.0836246694508316,1.0,3.0,4.0,4.0,5.0
933,"Man of No Importance, A (1994)",7.0,3.4285714285714284,0.9759000729485332,2.0,3.0,3.0,4.0,5.0
934,Man of the House (1995),9.0,2.1111111111111107,1.0540925533894598,1.0,1.0,2.0,3.0,4.0
935,Man of the Year (1995),9.0,3.111111111111111,0.927960727138337,1.0,3.0,3.0,4.0,4.0
936,"Manchurian Candidate, The (1962)",131.0,4.2595419847328255,0.7604430516233182,1.0,4.0,4.0,5.0,5.0
937,Manhattan (1979),91.0,3.7692307692307687,1.0228166239135172,1.0,3.0,4.0,5.0,5.0
938,Manhattan Murder Mystery (1993),27.0,3.6296296296296298,0.8388704928078612,2.0,3.0,4.0,4.0,5.0
939,Manny & Lo (1996),13.0,3.1538461538461537,1.0681880176381129,1.0,3.0,3.0,4.0,5.0
940,Manon of the Spring (Manon des sources) (1986),58.0,4.120689655172414,0.7273500618840191,3.0,4.0,4.0,5.0,5.0
941,Margaret's Museum (1995),6.0,4.0,0.8944271909999159,3.0,3.25,4.0,4.75,5.0
942,"Mark of Zorro, The (1940)",13.0,3.615384615384616,0.6504436355879909,3.0,3.0,4.0,4.0,5.0
943,Marked for Death (1990),22.0,2.5,0.9128709291752768,1.0,2.0,2.5,3.0,4.0
944,Marlene Dietrich: Shadow and Light (1996) ,1.0,5.0,,5.0,5.0,5.0,5.0,5.0
945,Mars Attacks! (1996),217.0,2.8479262672811068,1.1666300923240818,1.0,2.0,3.0,4.0,5.0
946,Marvin's Room (1996),78.0,3.58974358974359,0.9036132007207603,1.0,3.0,4.0,4.0,5.0
947,Mary Poppins (1964),178.0,3.724719101123596,0.9900956866245978,1.0,3.0,4.0,4.0,5.0
948,Mary Reilly (1996),39.0,2.8205128205128207,1.1669076288657094,1.0,2.0,3.0,3.5,5.0
949,Mary Shelley's Frankenstein (1994),59.0,3.067796610169492,1.0964583546293885,1.0,2.0,3.0,4.0,5.0
950,"Mask, The (1994)",129.0,3.1937984496124034,0.984866102731776,1.0,3.0,3.0,4.0,5.0
951,Mat' i syn (1997),1.0,1.0,,1.0,1.0,1.0,1.0,1.0
952,"MatchMaker, The (1997)",51.0,3.1764705882352944,1.0715574152221832,1.0,3.0,3.0,4.0,5.0
953,Matilda (1996),95.0,3.2105263157894735,1.1750485444214294,1.0,2.5,3.0,4.0,5.0
954,Maverick (1994),128.0,3.46875,0.8505440593234391,1.0,3.0,3.0,4.0,5.0
955,Maximum Risk (1996),20.0,2.8,1.1964860832322377,1.0,2.0,3.0,4.0,5.0
956,Maya Lin: A Strong Clear Vision (1994),4.0,4.5,1.0,3.0,4.5,5.0,5.0,5.0
957,"Maybe, Maybe Not (Bewegte Mann, Der) (1994)",8.0,3.5,1.1952286093343936,1.0,3.0,4.0,4.0,5.0
958,McHale's Navy (1997),69.0,2.188405797101449,1.1150753379828937,1.0,1.0,2.0,3.0,5.0
959,Mediterraneo (1991),34.0,3.6764705882352944,0.9118940739685932,1.0,3.0,4.0,4.0,5.0
960,Meet John Doe (1941),25.0,3.92,0.9092121131323904,2.0,3.0,4.0,5.0,5.0
961,Meet Me in St. Louis (1944),31.0,3.3548387096774195,0.91463606958448,1.0,3.0,3.0,4.0,5.0
962,Meet Wally Sparks (1997),7.0,2.142857142857143,1.0690449676496974,1.0,1.5,2.0,2.5,4.0
963,Men With Guns (1997),2.0,3.5,0.7071067811865476,3.0,3.25,3.5,3.75,4.0
964,Men in Black (1997),303.0,3.745874587458746,0.9232686378281784,1.0,3.0,4.0,4.0,5.0
965,Men of Means (1998),2.0,2.0,1.4142135623730951,1.0,1.5,2.0,2.5,3.0
966,Menace II Society (1993),50.0,3.46,0.9304376850247876,1.0,3.0,4.0,4.0,5.0
967,Mercury Rising (1998),7.0,3.4285714285714284,0.7867957924694432,2.0,3.0,4.0,4.0,4.0
968,Metisse (Café au Lait) (1993),6.0,2.333333333333333,0.8164965809277259,1.0,2.0,2.5,3.0,3.0
969,Metro (1997),36.0,2.9166666666666665,0.9373214115613856,1.0,2.75,3.0,3.0,5.0
970,Miami Rhapsody (1995),15.0,2.6,1.0555973258234952,1.0,2.0,3.0,3.0,5.0
971,Michael (1996),119.0,3.3193277310924367,1.1493017269101735,1.0,3.0,3.0,4.0,5.0
972,Michael Collins (1996),92.0,3.4565217391304346,0.9540318546788654,1.0,3.0,3.0,4.0,5.0
973,Microcosmos: Le peuple de l'herbe (1996),24.0,3.75,1.224744871391589,1.0,3.0,4.0,5.0,5.0
974,Midnight Dancers (Sibak) (1994),5.0,2.8,1.095445115010332,1.0,3.0,3.0,3.0,4.0
975,Midnight in the Garden of Good and Evil (1997),80.0,3.1625,1.095950544019532,1.0,2.0,3.0,4.0,5.0
976,Mighty Aphrodite (1995),184.0,3.4184782608695654,1.0316763744514703,1.0,3.0,4.0,4.0,5.0
977,Mighty Morphin Power Rangers: The Movie (1995),11.0,2.272727272727273,1.1908743922772955,1.0,1.0,2.0,3.0,4.0
978,"Mighty, The (1998)",3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
979,Milk Money (1994),37.0,2.72972972972973,1.0178585540417862,1.0,2.0,3.0,3.0,4.0
980,Mille bolle blu (1993),1.0,1.0,,1.0,1.0,1.0,1.0,1.0
981,Miller's Crossing (1990),89.0,3.651685393258427,1.0235979723449846,1.0,3.0,4.0,4.0,5.0
982,Mimic (1997),101.0,2.7425742574257432,0.9127263045024464,1.0,2.0,3.0,3.0,5.0
983,Mina Tannenbaum (1994),6.0,3.6666666666666665,1.7511900715418265,1.0,2.5,4.5,5.0,5.0
984,Miracle on 34th Street (1994),101.0,3.722772277227723,1.0873712510563087,1.0,3.0,4.0,5.0,5.0
985,Mirage (1995),1.0,3.0,,3.0,3.0,3.0,3.0,3.0
986,"Mirror Has Two Faces, The (1996)",66.0,3.363636363636364,1.1453768427413364,1.0,3.0,3.0,4.0,5.0
987,Mission: Impossible (1996),344.0,3.3139534883720936,0.9750428311677904,1.0,3.0,3.0,4.0,5.0
988,"Misérables, Les (1995)",21.0,3.6190476190476186,1.2031704150364768,1.0,3.0,4.0,5.0,5.0
989,Mixed Nuts (1994),15.0,2.533333333333333,1.0600988273786194,1.0,2.0,3.0,3.0,4.0
990,"Modern Affair, A (1995)",1.0,1.0,,1.0,1.0,1.0,1.0,1.0
991,Moll Flanders (1996),42.0,3.5,1.131586410698736,1.0,3.0,4.0,4.0,5.0
992,Mondo (1996),3.0,3.0,2.0,1.0,2.0,3.0,4.0,5.0
993,Money Talks (1997),92.0,2.815217391304348,1.1283494492816568,1.0,2.0,3.0,3.0,5.0
994,Money Train (1995),43.0,2.511627906976744,0.8555725741740724,1.0,2.0,3.0,3.0,4.0
995,"Month by the Lake, A (1995)",9.0,3.333333333333333,1.2247448713915892,1.0,3.0,4.0,4.0,5.0
996,Monty Python and the Holy Grail (1974),316.0,4.066455696202532,0.9945956031995902,1.0,4.0,4.0,5.0,5.0
997,Monty Python's Life of Brian (1979),174.0,3.747126436781609,0.9821339372135229,1.0,3.0,4.0,5.0,5.0
998,Moonlight and Valentino (1995),7.0,2.571428571428572,0.7867957924694432,1.0,2.5,3.0,3.0,3.0
999,Mortal Kombat (1995),49.0,2.877551020408163,1.0922578499989617,1.0,2.0,3.0,4.0,5.0
1000,Mortal Kombat: Annihilation (1997),43.0,1.9534883720930232,1.153741086166732,1.0,1.0,2.0,3.0,5.0
1001,"Mostro, Il (1994)",1.0,1.0,,1.0,1.0,1.0,1.0,1.0
1002,Mother (1996),169.0,3.1301775147929,1.038359783374481,1.0,3.0,3.0,4.0,5.0
1003,Mother Night (1996),22.0,3.1818181818181817,1.1396057645963793,1.0,2.25,3.0,4.0,5.0
1004,Mouse Hunt (1997),44.0,2.477272727272727,1.1099682870734051,1.0,1.0,3.0,3.0,4.0
1005,Mr. Holland's Opus (1995),293.0,3.778156996587031,0.980250535452014,1.0,3.0,4.0,5.0,5.0
1006,Mr. Jones (1993),2.0,2.5,0.7071067811865476,2.0,2.25,2.5,2.75,3.0
1007,Mr. Magoo (1997),12.0,1.9166666666666667,1.5050420310248869,1.0,1.0,1.0,2.5,5.0
1008,Mr. Smith Goes to Washington (1939),105.0,4.123809523809523,0.8954504463293894,1.0,4.0,4.0,5.0,5.0
1009,Mr. Wonderful (1993),4.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0
1010,Mr. Wrong (1996),23.0,2.3043478260869565,1.1455361035021452,1.0,1.0,3.0,3.0,5.0
1011,"Mrs. Brown (Her Majesty, Mrs. Brown) (1997)",96.0,3.9479166666666665,0.9218949782253903,1.0,3.0,4.0,5.0,5.0
1012,Mrs. Dalloway (1997),15.0,3.6,1.2421180068162376,1.0,3.0,3.0,5.0,5.0
1013,Mrs. Doubtfire (1993),192.0,3.411458333333333,0.9721105437395297,1.0,3.0,4.0,4.0,5.0
1014,Mrs. Parker and the Vicious Circle (1994),22.0,3.272727272727273,1.0771133460194242,1.0,3.0,3.0,4.0,5.0
1015,Mrs. Winterbourne (1996),22.0,3.0454545454545454,1.0900971004051374,1.0,2.25,3.0,4.0,5.0
1016,Much Ado About Nothing (1993),176.0,4.0625,0.8695236791321032,1.0,4.0,4.0,5.0,5.0
1017,Mulholland Falls (1996),82.0,2.8780487804878048,0.8942925185319391,1.0,2.0,3.0,3.0,5.0
1018,Multiplicity (1996),134.0,2.8358208955223883,1.012656967138394,1.0,2.0,3.0,3.0,5.0
1019,Muppet Treasure Island (1996),84.0,2.761904761904762,1.0484532223686107,1.0,2.0,3.0,3.0,5.0
1020,Murder at 1600 (1997),218.0,3.0871559633027523,0.977498068161368,1.0,2.0,3.0,4.0,5.0
1021,Murder in the First (1995),60.0,3.6,0.7635776630164262,2.0,3.0,4.0,4.0,5.0
1022,"Murder, My Sweet (1944)",9.0,3.555555555555556,0.8819171036881968,2.0,3.0,4.0,4.0,5.0
1023,Muriel's Wedding (1994),100.0,3.55,1.0187633620614691,1.0,3.0,4.0,4.0,5.0
1024,Mute Witness (1994),17.0,2.9411764705882355,1.0289915108550531,1.0,3.0,3.0,4.0,4.0
1025,My Best Friend's Wedding (1997),172.0,3.36046511627907,1.0913031075096504,1.0,3.0,3.0,4.0,5.0
1026,My Crazy Life (Mi vida loca) (1993),11.0,3.1818181818181817,1.1677484162422844,1.0,2.5,3.0,4.0,5.0
1027,My Fair Lady (1964),125.0,3.8160000000000003,1.050222710635932,1.0,3.0,4.0,5.0,5.0
1028,My Family (1995),21.0,3.6666666666666665,0.8563488385776752,1.0,4.0,4.0,4.0,5.0
1029,My Favorite Season (1993),3.0,3.6666666666666665,1.1547005383792517,3.0,3.0,3.0,4.0,5.0
1030,My Favorite Year (1982),62.0,3.532258064516129,0.9359441964499399,1.0,3.0,4.0,4.0,5.0
1031,My Fellow Americans (1996),86.0,3.1627906976744184,0.9185726154174206,1.0,3.0,3.0,4.0,5.0
1032,My Left Foot (1989),121.0,3.851239669421488,0.9188866181852314,1.0,3.0,4.0,4.0,5.0
1033,My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud) (1993),2.0,2.0,1.4142135623730951,1.0,1.5,2.0,2.5,3.0
1034,My Life as a Dog (Mitt liv som hund) (1985),93.0,3.9784946236559136,0.872010353743577,1.0,4.0,4.0,5.0,5.0
1035,My Man Godfrey (1936),27.0,4.037037037037037,0.8979241650984823,2.0,4.0,4.0,5.0,5.0
1036,My Own Private Idaho (1991),30.0,3.633333333333333,1.0661996103898197,1.0,3.0,4.0,4.0,5.0
1037,Mystery Science Theater 3000: The Movie (1996),130.0,3.4307692307692306,1.0921741458839744,1.0,3.0,4.0,4.0,5.0
1038,Nadja (1994),8.0,2.25,1.035098339013531,1.0,1.75,2.0,3.0,4.0
1039,Naked (1993),25.0,3.24,1.3,1.0,2.0,4.0,4.0,5.0
